"id","text","label"
"1423946923560640514","I haven’t seen a single story about a vaccinated person who caught Covid and wished they hadn’t got the vaccine. So weird. 🤔",""
"1415395068102467588","WHAT IS GRAPHENE OXIDE? Main Ingredient in Pfizer, AstraZeneca Vials Explained by Medical Expert",""
"1395622329376444416","MO: Vaccine appointments available at Walgreens - Kansas City from May 24 to May 25. Sign up here, zip code 64108:
 (as of 1:06) 😷",""
"1378272239687065610","PETITION: No to mandatory vaccination for the coronavirus | LifePetitions",""
"1425352057050091521","CDC açıkladı: Moderna ve Pfizer-BioNTech aşısıyla kalpte iltihaplanma arasında bağlantı var",""
"1380688190181359618","Hơn 135 triệu ca Covid-19, EU điều tra nguy cơ vaccine Johnson &amp; Johnson gây đông máu",""
"1418588857046601732","Jaysus, I'm still hopping mad at the Saily Mail drivel by Angus Dagleish refuting Vaxx worries. Obviously should stick to Oncology IMO. If you or better still he need edduction have a look at what a real doctor has to say on why you should say no to VAX.",""
"1428058830848544768","Did you know that Bayer actually found the cure to HIV years ago?! Their hard work has paved the way to make a vaccine for everyone soon. Google “Bayer HIV” for more info!",""
"1414865612304683008","Moi et le forcing des convocations pour se faire vax",""
"1373723586981154817","I am for mandatory vaccination if the pandemic endures because people won’t vaccinate.",""
"1427049481090977797","Fauci says U.S. can move quickly to offer third vaccine shots - Bloomberg",""
"1389101919046623233","Un joven de 15 años completamente sano muere DOS DÍAS después de recibir la vacuna de Pfizer via @trikooba",""
"1421767804886392833","@Vikings @NFL @KirkCousins8 @MondQb1 @Njstan4 follow Dr Patterson @brucep13 for REAL information about effective Covid19 treatments and exactly what this virus AND vaccine is doing to people!!",""
"1439597417553350662","If Tylenol had one death from possible product contamination they'd pull it from the shelves &amp; it'd be Frontpage news... but here we r w/vaxed deaths vax c-19 spikes &amp; yet not a word.. shhhhh don't tell the public!",""
"1386398710280622082","HELP ON THE WAY | US TO INDIA
-- Washington will immediately send materials that help India manufacture the Covishield vaccine
-- Officials are considering sending India its unused COVID-19 vaccines doses from AstraZeneca",""
"1393052954811244548","Any one can help with #Covaxin second dose in &amp; around #Thanjavur looking for my in law. Date is over due,its been 45 days now since first dose taken! Private public vaccine centre's are keep saying, its not available.

@RKRadhakrishn @Subramanian_ma @gmcthmc @NeelamegamTkg",""
"1415978362527440902","Good morning Twitter family! I hope you have a great day! 2nd day post vaccination and I feel just fine! Anyone who worries about the 2nd vaccine, don’t, it’s a piece of cake! Blessed be!💜💜💜",""
"1412230919558098956","Alot of my friends telling after they were vaccinated ang bigat ng braso nila.. bat di ko naramdaman un.. now i have doubts...

It gave me anxiety and a lil angry.",""
"1421048099745660933","Doctor who rose to fame telling Australia not to trust government vaccine advice says she was just following government vaccine advice.",""
"1382950561423650819","These countries were Covid success stories. Why are they lagging behind on vaccine rollouts?",""
"1384824169431539714","Super Vaccine: Scientists Invent New Vaccine that Can Fight All Forms, Mutations and Strains of Coronaviruses",""
"1451494189108170752","If this is an example of the quality of advice we can expect from DeSantis appointees, pray he never becomes president. Florida Surgeon General Ladapo questions COVID-19 vaccine effectiveness, safety",""
"1378247433331879939","As the Dumbarton &amp; West Scotland candidate for @ScoLibertarian, I will fully oppose mandatory vaccination laws and mandatory face mask/visor laws as well as oppose vaccine passports.",""
"1431666652119109632","Salmon Arm businesses react to B.C.’s vaccine passport system",""
"1441752548201799683","Macron a-t-il gagné un pognon de dingue avec Pfizer ?  via @NS2017 Impossible, nos bons juges auraient enquêter pour le faire tomber comme ils l'ont fait pour les costumes de Fillion lol",""
"1418587263345254400","Latitude Festival Vaccine Walk in Centre JAB FEST  @djlange",""
"1413302365940244482","WHO says Covid-19 vaccine supplies to Africa picking momentum",""
"1402112694338031621","India is the only country where citizens thank s SC Judge for free vaccine instead of Government 
#CovidIndia",""
"1418523392714682369","What is this ridiculous exceptionalism ""UK vaccinated"" nonsense? If someone has had a UK approved vaccine in another state and can prove it then what's the difference? This makes life very, and pointlessly, hard for those living in EU states who need to visit the UK.",""
"1401015675481518082","Watch | Official Data Itself Tells us Centre is Lying With Its 12-Cr Vaccine Dose Promise in June  via @thewire_in",""
"1410032722446225410","Producing affordable Covid-19 vaccine for the developing world",""
"1379929327912022024","Got the first dose of the vaccine today. No urges to chase Will Smith through an abandoned New York yet but I’ll keep you posted.",""
"1415978413731553280","I told my child’s father I wasn’t comfortable with him being around me  or my child if he’s not vaccinated. Now the anti vaxxer is getting vaccinated 🙏🏽😎 He know I do not play about my damn baby.",""
