"id","text","label"
"1426672602278502409","Pfizer CEO explains why he hasn't received a vaccine yet  via @YouTube If the virus is that deadly why hasn’t the CEO for Pfizer taken the shot he says he plans on getting it but doesn’t seem real urgent this virus is not serious enough! #vaccines",""
"1398401560250662912","w*lgreens notice? they got me my vaccine so i have no choice but to stan",""
"1446076589863849986","The employees of the health care giant have until Dec. 1 to get vaccinated to be able to return to work and those who choose not to will be terminated.",""
"1383128109218680836","The only way to end this pandemic is to ensure equitable access to the vaccine for all people in all countries. The US must start sharing surplus COVID-19 vaccines with countries that need these lifesaving doses! We need #VaccineEquity now.",""
"1415227638948327427","Saw this at a 7-11: you can now make your vaccine appointments, while grabbing your package, and boiled yea eggs.",""
"1387202618003542016","81% of teachers vaccinated or have appointments, according to union survey  via @CBSPolitics || ABOUT 10% OF TEACHERS IN SURVEY SAY THEY REFUSE TO BE VACCINATED, FOR A VARIETY OF REASONS.",""
"1385620762669821952","It’s a beautiful day to get vaccinated... Moderna shot 1 is done!! 👍🏼",""
"1431552758331723777","@21WIRE if you know any parents of 12-16 year old children please alert them to this. 
Letters drawn up by Michael O' Bernicia for parents to send to Headteachers of child's Secondary School.s hare widely.  Could bring to vaccine rollout to a grinding halt!",""
"1434879804994637828","Nonostante funga da ottimo combustibile per il movimento femminista mondiale; l’idea di una società matriarcale affonda le proprie radici in un terreno sempre più arido ed insidioso.
La storiografia moderna tende a rigettarne l’idea, palesando ipotesi soprattutto antropologiche.",""
"1395998954676838401","@DCEastSinghbhum Sir , the way the slot has started to open between 11-12 pm is helping alot of people who were unaware of the technology . But still the slots are vanishing in 2-3 seconds . One of the suggested way to further improve the system is to open all the vaccine centre",""
"1391651165553627136","@dcp_cuttack my first dose of vaccine is scheduled on 14th May at East Coast Railway hospital. Can I travel by car? What documents do I need to carry to show police officials? Please help",""
"1394997749582553091","EU to reopen borders to fully vaccinated travellers - Punch Newspapers",""
"1384958100378116098","Free Moderna vaccination drive at the STARS center at 2502 E Washington st. until 3:30. Walk-ins accepted!! Get your shot now! #ThisIsOurShot #Phoenix #COVIDVaccines",""
"1384556660643991552","#Legault: Our vaccination system is working although we will have a Moderna supply interruption, should be compensated by Pfizer by next week. Ppl 45 and older will have access to vaccination w/AZ starting tomorrow #covidqc #covid19qc",""
"1436089677438758914","@CyrilRamaphosa implement mandatory vaccination rules before December!!! 

We are vaccinated and we want to party in December",""
"1427991754394021888","at the moment i am having an anxiety crisis because of the vaccine and my fear of needles",""
"1393396962238554117","Houston’s newest COVID vaccine hotspots: restaurants and clubs",""
"1382169346169049088","Kentucky pauses use of Johnson &amp; Johnson COVID-19 vaccine",""
"1379913517327876101","Foundation calls for urgent action to upscale Vaccine access in Africa",""
"1419707769150746624","Just because you’re vaccinated doesn’t mean you cannot get COVID.. it’s to help lessen your symptoms..  and also meaning just because you’re vaccinated doesn’t mean you can’t get covid and then still spread it to someone else.. I feel like people forget how vaccines work. Js.",""
"1385628303529103363","#UK #Coronavirus Half of UK population has now had first dose of Covid vaccine",""
"1411037985915682817","For those of us who would have walked over broken glass for a Pfizer jab, this is infuriating. #vaccination #Covid",""
"1378235461789945857","Young professionals cut ahead of older Italians for vaccine",""
"1396070616143388674","⁠
⁠Vacinas da Pfizer e da Moderna e (ex. como eu) infectados…Por só nestas tais vermos proteger;
não penseis v (...)",""
"1415252109679865856","Two fully vaccinated friends have got very ill with Covid this week. I don't feel confident.",""
"1436216341653069824","y'all: i don't wanna wear a mask anymore!  
the government: here's a vaccine so you don't have to do that!
also y'all: no vaccines for me!",""
"1397972871188729858","Tomorrow we will be out and about around Trinity ward, letting residents about first does of the vaccine at Burnley General for those aged 18 and over subject to eligibility. You can walk-in, although if you wish to avoid queueing, you can book via",""
"1419705300056162307","Nearly 60 major medical organizations, including the American Medical Association and the American Nurses Association, called on Monday for mandatory vaccination of health care workers. As the highly contagious Delta variant drives a new surge of Covid-19.",""
"1405020408236097536","Fuck the vaccine #AntiVaccine  i will never take an experiment. First my friend and now his mom. Ya gonna learn when it comes believing the government. To each at their own risk #NoVaccineForMe",""
"1377378351015284736","Just want to say that I'm getting tired of people announcing their vaccine appointments. Yes, we know people are getting vaccinated in much of the developed world, but that's not happening in much of the developing world.",""
"1379939611208744961","Have antivaxx ppl given us the answer of what happens if an autistic person gets vaccinated because i would like to know their perspective",""
"1425504677068738560","New data on coronavirus vaccine effectiveness against Delta raises concern among Biden administration",""
"1429438094844039169","Hey Trumpers, tell me more about that whole fuck the vaccine and masks thing you got going on?",""
"1441847484653789189","Global Business: Why mRNA won't replace other vaccine types just yet : Three experts explore the future of vaccine development amid the use of mRNA vaccines in the COVID-19 pandemic.  HubBusiness",""
"1378247433331879939","As the Dumbarton &amp; West Scotland candidate for @ScoLibertarian, I will fully oppose mandatory vaccination laws and mandatory face mask/visor laws as well as oppose vaccine passports.",""
"1372529617270083586","QAnon Thinks Donald Trump's Vaccine Remarks Are Fake, Just a Very Good Imitation",""
"1382952914952486915","Trends in childhood vaccinations coverage in Lombardy Region after the National Vaccine Prevention Plan (2017-19) and the new law on mandatory vaccinations",""
